type,date,label,id,name,role,short_topic,long_topic,short_title,long_title,plan_type,lat,lon,zone,zone_detail,start,end,Dataset,date_parsed,Year,Month,MonthName,start_time,end_time,duration_hrs,Topic_Key,Industry,Meeting_Num,Dataset_Label
trip,0040-04-24,nan,trip_113,,,,,,,,,,,,08:16:00,03:00:00,journalist,2040-04-24,2040.0,4.0,Apr,2040-04-24 08:16:00,2040-04-24 03:00:00,-5.27,unknown,unknown,,Journalist (Full Record)
trip,0040-05-14,nan,trip_114,,,,,,,,,,,,07:31:00,10:21:00,journalist,2040-05-14,2040.0,5.0,May,2040-05-14 07:31:00,2040-05-14 10:21:00,2.83,unknown,unknown,,Journalist (Full Record)
trip,2040-07-17,nan,trip_115,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-17,2040.0,7.0,Jul,2040-07-17 09:00:00,2040-07-17 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-06-01,nan,trip_116,,,,,,,,,,,,07:07:00,13:00:00,journalist,2040-06-01,2040.0,6.0,Jun,2040-06-01 07:07:00,2040-06-01 13:00:00,5.88,unknown,unknown,,Journalist (Full Record)
trip,0040-04-03,nan,trip_117,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-03,2040.0,4.0,Apr,2040-04-03 09:00:00,2040-04-03 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-05-20,nan,trip_118,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-05-20,2040.0,5.0,May,2040-05-20 09:00:00,2040-05-20 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,7557795055,,,,,,,,-164.3517579822531,39.42026654722918,residential,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-05-16,nan,trip_119,,,,,,,,,,,,14:00:00,14:00:00,journalist,2040-05-16,2040.0,5.0,May,2040-05-16 14:00:00,2040-05-16 14:00:00,0.0,unknown,unknown,,Journalist (Full Record)
place,,nan,416797704,,,,,,,,-165.69082493674676,39.00455045258907,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-07-21,nan,trip_120,,,,,,,,,,,,07:00:00,19:00:00,journalist,2040-07-21,2040.0,7.0,Jul,2040-07-21 07:00:00,2040-07-21 19:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-06-12,nan,trip_121,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-12,2040.0,6.0,Jun,2040-06-12 09:00:00,2040-06-12 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-06-18,nan,trip_122,,,,,,,,,,,,07:03:00,07:03:00,journalist,2040-06-18,2040.0,6.0,Jun,2040-06-18 07:03:00,2040-06-18 07:03:00,0.0,unknown,unknown,,Journalist (Full Record)
place,,nan,2133935896,,,,,,,,-165.60212892098892,39.53940006278032,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-05-28,nan,trip_123,,,,,,,,,,,,08:02:00,11:00:00,journalist,2040-05-28,2040.0,5.0,May,2040-05-28 08:02:00,2040-05-28 11:00:00,2.97,unknown,unknown,,Journalist (Full Record)
place,,nan,48510772,,,,,,,,-165.56866837442223,39.51146909607778,residential,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-04-10,nan,trip_124,,,,,,,,,,,,09:03:00,09:43:00,journalist,2040-04-10,2040.0,4.0,Apr,2040-04-10 09:03:00,2040-04-10 09:43:00,0.67,unknown,unknown,,Journalist (Full Record)
trip,2040-04-03,nan,trip_125,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-03,2040.0,4.0,Apr,2040-04-03 09:00:00,2040-04-03 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,491470184,,,,,,,,-164.54876620296454,39.100137684097696,residential,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,0040-06-26,nan,trip_126,,,,,,,,,,,,07:18:00,10:36:00,journalist,2040-06-26,2040.0,6.0,Jun,2040-06-26 07:18:00,2040-06-26 10:36:00,3.3,unknown,unknown,,Journalist (Full Record)
trip,2040-05-15,nan,trip_127,,,,,,,,,,,,09:11:00,09:53:00,journalist,2040-05-15,2040.0,5.0,May,2040-05-15 09:11:00,2040-05-15 09:53:00,0.7,unknown,unknown,,Journalist (Full Record)
place,,nan,12629409643,,,,,,,,-165.59197117413012,39.55585312913048,industrial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-06-20,nan,trip_128,,,,,,,,,,,,06:36:00,07:02:00,journalist,2040-06-20,2040.0,6.0,Jun,2040-06-20 06:36:00,2040-06-20 07:02:00,0.43,unknown,unknown,,Journalist (Full Record)
trip,2040-04-13,nan,trip_129,,,,,,,,,,,,09:43:00,10:18:00,journalist,2040-04-13,2040.0,4.0,Apr,2040-04-13 09:43:00,2040-04-13 10:18:00,0.58,unknown,unknown,,Journalist (Full Record)
trip,2040-05-12,nan,trip_130,,,,,,,,,,,,11:00:00,21:00:00,journalist,2040-05-12,2040.0,5.0,May,2040-05-12 11:00:00,2040-05-12 21:00:00,10.0,unknown,unknown,,Journalist (Full Record)
trip,2040-04-02,nan,trip_131,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-02,2040.0,4.0,Apr,2040-04-02 09:00:00,2040-04-02 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,581815970,,,,,,,,-164.5321190847844,39.32248470148234,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,0040-04-24,nan,trip_132,,,,,,,,,,,,06:59:00,09:19:00,journalist,2040-04-24,2040.0,4.0,Apr,2040-04-24 06:59:00,2040-04-24 09:19:00,2.33,unknown,unknown,,Journalist (Full Record)
trip,0040-07-24,nan,trip_133,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-24,2040.0,7.0,Jul,2040-07-24 09:00:00,2040-07-24 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,582382094,Centralia Checkpoint Office,,,,,,,-164.57564396402526,39.261334785821575,government,customs,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-05-05,nan,trip_134,,,,,,,,,,,,14:00:00,19:00:00,journalist,2040-05-05,2040.0,5.0,May,2040-05-05 14:00:00,2040-05-05 19:00:00,5.0,unknown,unknown,,Journalist (Full Record)
place,,nan,30194356,,,,,,,,-165.88340437738646,39.65430362610877,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-06-20,nan,trip_135,,,,,,,,,,,,07:48:00,09:32:00,journalist,2040-06-20,2040.0,6.0,Jun,2040-06-20 07:48:00,2040-06-20 09:32:00,1.73,unknown,unknown,,Journalist (Full Record)
place,,nan,37849292,,,,,,,,-164.33606725277482,39.417646687893374,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-07-09,nan,trip_136,,,,,,,,,,,,07:12:00,12:04:00,journalist,2040-07-09,2040.0,7.0,Jul,2040-07-09 07:12:00,2040-07-09 12:04:00,4.87,unknown,unknown,,Journalist (Full Record)
trip,2040-06-18,nan,trip_137,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-18,2040.0,6.0,Jun,2040-06-18 09:00:00,2040-06-18 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-05-28,nan,trip_138,,,,,,,,,,,,07:15:00,08:40:00,journalist,2040-05-28,2040.0,5.0,May,2040-05-28 07:15:00,2040-05-28 08:40:00,1.42,unknown,unknown,,Journalist (Full Record)
trip,0040-04-17,nan,trip_139,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-17,2040.0,4.0,Apr,2040-04-17 09:00:00,2040-04-17 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-06-12,nan,trip_140,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-12,2040.0,6.0,Jun,2040-06-12 09:00:00,2040-06-12 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-06-11,nan,trip_141,,,,,,,,,,,,08:53:00,09:53:00,journalist,2040-06-11,2040.0,6.0,Jun,2040-06-11 08:53:00,2040-06-11 09:53:00,1.0,unknown,unknown,,Journalist (Full Record)
place,,nan,48389218,,,,,,,,-165.57531017352153,39.54023822957141,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-04-15,nan,trip_142,,,,,,,,,,,,09:01:00,10:52:00,journalist,2040-04-15,2040.0,4.0,Apr,2040-04-15 09:01:00,2040-04-15 10:52:00,1.85,unknown,unknown,,Journalist (Full Record)
place,,nan,48516745,,,,,,,,-164.55603550035772,39.08875282271692,residential,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
place,,nan,1332340938,South Paackland City Hall,,,,,,,-164.558629732314,39.08791538378956,government,city hall,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-07-24,nan,trip_143,,,,,,,,,,,,09:53:00,15:04:00,journalist,2040-07-24,2040.0,7.0,Jul,2040-07-24 09:53:00,2040-07-24 15:04:00,5.18,unknown,unknown,,Journalist (Full Record)
trip,2040-07-15,nan,trip_144,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-15,2040.0,7.0,Jul,2040-07-15 09:00:00,2040-07-15 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-04-17,nan,trip_145,,,,,,,,,,,,09:00:00,21:44:00,journalist,2040-04-17,2040.0,4.0,Apr,2040-04-17 09:00:00,2040-04-17 21:44:00,12.73,unknown,unknown,,Journalist (Full Record)
trip,0040-04-06,nan,trip_146,,,,,,,,,,,,06:09:00,07:36:00,journalist,2040-04-06,2040.0,4.0,Apr,2040-04-06 06:09:00,2040-04-06 07:36:00,1.45,unknown,unknown,,Journalist (Full Record)
trip,2040-06-02,nan,trip_147,,,,,,,,,,,,06:59:00,08:38:00,journalist,2040-06-02,2040.0,6.0,Jun,2040-06-02 06:59:00,2040-06-02 08:38:00,1.65,unknown,unknown,,Journalist (Full Record)
place,,nan,35877808,Haacklee Inspection Bureau,,,,,,,-165.68780873674675,38.989936752589074,government,inspections,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-06-14,nan,trip_148,,,,,,,,,,,,07:05:00,09:24:00,journalist,2040-06-14,2040.0,6.0,Jun,2040-06-14 07:05:00,2040-06-14 09:24:00,2.32,unknown,unknown,,Journalist (Full Record)
place,,nan,5865952509,,,,,,,,-165.88441032865,39.66352526741037,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,0040-05-06,nan,trip_149,,,,,,,,,,,,14:00:00,19:00:00,journalist,2040-05-06,2040.0,5.0,May,2040-05-06 14:00:00,2040-05-06 19:00:00,5.0,unknown,unknown,,Journalist (Full Record)
trip,0040-06-19,nan,trip_150,,,,,,,,,,,,06:51:00,09:25:00,journalist,2040-06-19,2040.0,6.0,Jun,2040-06-19 06:51:00,2040-06-19 09:25:00,2.57,unknown,unknown,,Journalist (Full Record)
trip,2040-05-21,nan,trip_151,,,,,,,,,,,,08:19:00,09:17:00,journalist,2040-05-21,2040.0,5.0,May,2040-05-21 08:19:00,2040-05-21 09:17:00,0.97,unknown,unknown,,Journalist (Full Record)
trip,2040-04-02,nan,trip_152,,,,,,,,,,,,08:53:00,09:21:00,journalist,2040-04-02,2040.0,4.0,Apr,2040-04-02 08:53:00,2040-04-02 09:21:00,0.47,unknown,unknown,,Journalist (Full Record)
trip,0040-05-15,nan,trip_153,,,,,,,,,,,,13:00:00,06:13:00,journalist,2040-05-15,2040.0,5.0,May,2040-05-15 13:00:00,2040-05-15 06:13:00,-6.78,unknown,unknown,,Journalist (Full Record)
trip,2040-05-02,nan,trip_154,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-05-02,2040.0,5.0,May,2040-05-02 09:00:00,2040-05-02 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-04-23,nan,trip_155,,,,,,,,,,,,06:13:00,08:11:00,journalist,2040-04-23,2040.0,4.0,Apr,2040-04-23 06:13:00,2040-04-23 08:11:00,1.97,unknown,unknown,,Journalist (Full Record)
trip,2040-07-24,nan,trip_156,,,,,,,,,,,,06:38:00,08:04:00,journalist,2040-07-24,2040.0,7.0,Jul,2040-07-24 06:38:00,2040-07-24 08:04:00,1.43,unknown,unknown,,Journalist (Full Record)
place,,nan,30185051,Harborland Mall,,,,,,,-165.88630464756835,39.66341841079805,commercial,mall,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-07-03,nan,trip_157,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-03,2040.0,7.0,Jul,2040-07-03 09:00:00,2040-07-03 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-06-12,nan,trip_158,,,,,,,,,,,,09:56:00,15:18:00,journalist,2040-06-12,2040.0,6.0,Jun,2040-06-12 09:56:00,2040-06-12 15:18:00,5.37,unknown,unknown,,Journalist (Full Record)
trip,2040-04-12,nan,trip_159,,,,,,,,,,,,08:05:00,10:12:00,journalist,2040-04-12,2040.0,4.0,Apr,2040-04-12 08:05:00,2040-04-12 10:12:00,2.12,unknown,unknown,,Journalist (Full Record)
place,,nan,37883680,,,,,,,,-164.36799923490443,39.421663072458536,residential,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-05-21,nan,trip_160,,,,,,,,,,,,07:20:00,08:44:00,journalist,2040-05-21,2040.0,5.0,May,2040-05-21 07:20:00,2040-05-21 08:44:00,1.4,unknown,unknown,,Journalist (Full Record)
trip,2040-07-06,nan,trip_161,,,,,,,,,,,,09:39:00,10:13:00,journalist,2040-07-06,2040.0,7.0,Jul,2040-07-06 09:39:00,2040-07-06 10:13:00,0.57,unknown,unknown,,Journalist (Full Record)
place,,nan,2858406995,,,,,,,,-165.60150681224695,39.5424433388314,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-07-21,nan,trip_162,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-21,2040.0,7.0,Jul,2040-07-21 09:00:00,2040-07-21 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-07-29,nan,trip_163,,,,,,,,,,,,06:21:00,08:06:00,journalist,2040-07-29,2040.0,7.0,Jul,2040-07-29 06:21:00,2040-07-29 08:06:00,1.75,unknown,unknown,,Journalist (Full Record)
trip,2040-06-28,nan,trip_164,,,,,,,,,,,,09:45:00,11:09:00,journalist,2040-06-28,2040.0,6.0,Jun,2040-06-28 09:45:00,2040-06-28 11:09:00,1.4,unknown,unknown,,Journalist (Full Record)
trip,2040-04-29,nan,trip_165,,,,,,,,,,,,08:29:00,09:44:00,journalist,2040-04-29,2040.0,4.0,Apr,2040-04-29 08:29:00,2040-04-29 09:44:00,1.25,unknown,unknown,,Journalist (Full Record)
trip,2040-04-30,nan,trip_166,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-30,2040.0,4.0,Apr,2040-04-30 09:00:00,2040-04-30 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-06-17,nan,trip_167,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-17,2040.0,6.0,Jun,2040-06-17 09:00:00,2040-06-17 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-04-24,nan,trip_168,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-24,2040.0,4.0,Apr,2040-04-24 09:00:00,2040-04-24 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-04-11,nan,trip_169,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-11,2040.0,4.0,Apr,2040-04-11 09:00:00,2040-04-11 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,37857657,,,,,,,,-164.3801333823309,39.424502912609306,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-04-15,nan,trip_170,,,,,,,,,,,,07:19:00,09:19:00,journalist,2040-04-15,2040.0,4.0,Apr,2040-04-15 07:19:00,2040-04-15 09:19:00,2.0,unknown,unknown,,Journalist (Full Record)
place,,nan,3348139873,,,,,,,,-165.5704574908293,39.52913213659554,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-05-30,nan,trip_171,,,,,,,,,,,,06:34:00,07:29:00,journalist,2040-05-30,2040.0,5.0,May,2040-05-30 06:34:00,2040-05-30 07:29:00,0.92,unknown,unknown,,Journalist (Full Record)
trip,0040-06-26,nan,trip_172,,,,,,,,,,,,09:00:00,21:48:00,journalist,2040-06-26,2040.0,6.0,Jun,2040-06-26 09:00:00,2040-06-26 21:48:00,12.8,unknown,unknown,,Journalist (Full Record)
trip,2040-06-28,nan,trip_173,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-28,2040.0,6.0,Jun,2040-06-28 09:00:00,2040-06-28 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-05-02,nan,trip_174,,,,,,,,,,,,07:16:00,08:30:00,journalist,2040-05-02,2040.0,5.0,May,2040-05-02 07:16:00,2040-05-02 08:30:00,1.23,unknown,unknown,,Journalist (Full Record)
place,,nan,48476691,,,,,,,,-165.58070030913012,39.54984121830518,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-06-24,nan,trip_175,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-24,2040.0,6.0,Jun,2040-06-24 09:00:00,2040-06-24 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,37843182,,,,,,,,-164.37659530325868,39.42172904532362,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-05-17,nan,trip_176,,,,,,,,,,,,09:17:00,09:58:00,journalist,2040-05-17,2040.0,5.0,May,2040-05-17 09:17:00,2040-05-17 09:58:00,0.68,unknown,unknown,,Journalist (Full Record)
trip,0040-04-01,nan,trip_177,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-01,2040.0,4.0,Apr,2040-04-01 09:00:00,2040-04-01 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-06-22,nan,trip_178,,,,,,,,,,,,07:00:00,19:00:00,journalist,2040-06-22,2040.0,6.0,Jun,2040-06-22 07:00:00,2040-06-22 19:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,36988137,Harbor Bistro,,,,,,,-165.95607396535178,39.09538178424596,commercial,restaurant,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-06-01,nan,trip_179,,,,,,,,,,,,06:22:00,06:22:00,journalist,2040-06-01,2040.0,6.0,Jun,2040-06-01 06:22:00,2040-06-01 06:22:00,0.0,unknown,unknown,,Journalist (Full Record)
place,,nan,6005475078,Sailor's Bistro,,,,,,,-164.55447862732095,39.08172551394063,commercial,restaurant,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-07-04,nan,trip_180,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-04,2040.0,7.0,Jul,2040-07-04 09:00:00,2040-07-04 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-05-22,nan,trip_181,,,,,,,,,,,,09:27:00,12:22:00,journalist,2040-05-22,2040.0,5.0,May,2040-05-22 09:27:00,2040-05-22 12:22:00,2.92,unknown,unknown,,Journalist (Full Record)
trip,0040-05-08,nan,trip_182,,,,,,,,,,,,06:25:00,03:00:00,journalist,2040-05-08,2040.0,5.0,May,2040-05-08 06:25:00,2040-05-08 03:00:00,-3.42,unknown,unknown,,Journalist (Full Record)
trip,2040-06-11,nan,trip_183,,,,,,,,,,,,14:00:00,14:00:00,journalist,2040-06-11,2040.0,6.0,Jun,2040-06-11 14:00:00,2040-06-11 14:00:00,0.0,unknown,unknown,,Journalist (Full Record)
place,,nan,48531694,,,,,,,,-165.58947086316522,39.51042346350449,residential,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-04-19,nan,trip_184,,,,,,,,,,,,06:25:00,07:04:00,journalist,2040-04-19,2040.0,4.0,Apr,2040-04-19 06:25:00,2040-04-19 07:04:00,0.65,unknown,unknown,,Journalist (Full Record)
trip,0040-04-10,nan,trip_185,,,,,,,,,,,,07:09:00,09:45:00,journalist,2040-04-10,2040.0,4.0,Apr,2040-04-10 07:09:00,2040-04-10 09:45:00,2.6,unknown,unknown,,Journalist (Full Record)
trip,2040-06-17,nan,trip_186,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-17,2040.0,6.0,Jun,2040-06-17 09:00:00,2040-06-17 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-06-06,nan,trip_187,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-06,2040.0,6.0,Jun,2040-06-06 09:00:00,2040-06-06 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-06-20,nan,trip_188,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-20,2040.0,6.0,Jun,2040-06-20 09:00:00,2040-06-20 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-06-04,nan,trip_189,,,,,,,,,,,,07:05:00,07:05:00,journalist,2040-06-04,2040.0,6.0,Jun,2040-06-04 07:05:00,2040-06-04 07:05:00,0.0,unknown,unknown,,Journalist (Full Record)
trip,0040-05-08,nan,trip_190,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-05-08,2040.0,5.0,May,2040-05-08 09:00:00,2040-05-08 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-07-01,nan,trip_191,,,,,,,,,,,,08:44:00,09:42:00,journalist,2040-07-01,2040.0,7.0,Jul,2040-07-01 08:44:00,2040-07-01 09:42:00,0.97,unknown,unknown,,Journalist (Full Record)
place,,nan,582184632,,,,,,,,-164.58389497379846,39.26275631320182,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-05-17,nan,trip_192,,,,,,,,,,,,06:38:00,10:44:00,journalist,2040-05-17,2040.0,5.0,May,2040-05-17 06:38:00,2040-05-17 10:44:00,4.1,unknown,unknown,,Journalist (Full Record)
trip,2040-07-07,nan,trip_193,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-07,2040.0,7.0,Jul,2040-07-07 09:00:00,2040-07-07 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-06-09,nan,trip_194,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-06-09,2040.0,6.0,Jun,2040-06-09 09:00:00,2040-06-09 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,2564179398,,,,,,,,-164.3411506508738,39.42432778411088,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-04-28,nan,trip_195,,,,,,,,,,,,11:00:00,21:00:00,journalist,2040-04-28,2040.0,4.0,Apr,2040-04-28 11:00:00,2040-04-28 21:00:00,10.0,unknown,unknown,,Journalist (Full Record)
place,,nan,581738844,Hula Lounge,,,,,,,-164.5290654285621,39.328911028868646,commercial,restaurant,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-04-03,nan,trip_196,,,,,,,,,,,,14:00:00,14:00:00,journalist,2040-04-03,2040.0,4.0,Apr,2040-04-03 14:00:00,2040-04-03 14:00:00,0.0,unknown,unknown,,Journalist (Full Record)
trip,2040-07-18,nan,trip_197,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-18,2040.0,7.0,Jul,2040-07-18 09:00:00,2040-07-18 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-06-05,nan,trip_198,,,,,,,,,,,,07:17:00,10:33:00,journalist,2040-06-05,2040.0,6.0,Jun,2040-06-05 07:17:00,2040-06-05 10:33:00,3.27,unknown,unknown,,Journalist (Full Record)
trip,0040-07-24,nan,trip_199,,,,,,,,,,,,08:18:00,10:28:00,journalist,2040-07-24,2040.0,7.0,Jul,2040-07-24 08:18:00,2040-07-24 10:28:00,2.17,unknown,unknown,,Journalist (Full Record)
trip,0040-07-03,nan,trip_200,,,,,,,,,,,,08:50:00,12:13:00,journalist,2040-07-03,2040.0,7.0,Jul,2040-07-03 08:50:00,2040-07-03 12:13:00,3.38,unknown,unknown,,Journalist (Full Record)
trip,0040-07-03,nan,trip_201,,,,,,,,,,,,13:00:00,06:00:00,journalist,2040-07-03,2040.0,7.0,Jul,2040-07-03 13:00:00,2040-07-03 06:00:00,-7.0,unknown,unknown,,Journalist (Full Record)
trip,2040-04-15,nan,trip_202,,,,,,,,,,,,09:24:00,10:30:00,journalist,2040-04-15,2040.0,4.0,Apr,2040-04-15 09:24:00,2040-04-15 10:30:00,1.1,unknown,unknown,,Journalist (Full Record)
place,,nan,691146642,,,,,,,,-165.58607156562766,39.527456507459455,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-04-04,nan,trip_203,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-04-04,2040.0,4.0,Apr,2040-04-04 09:00:00,2040-04-04 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,48504771,,,,,,,,-164.55991395481811,39.086134125369234,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-03-31,nan,trip_204,,,,,,,,,,,,06:00:00,07:37:00,journalist,2040-03-31,2040.0,3.0,Mar,2040-03-31 06:00:00,2040-03-31 07:37:00,1.62,unknown,unknown,,Journalist (Full Record)
place,,nan,2459691595,,,,,,,,-165.8863935797117,39.66248837580736,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,0040-07-03,nan,trip_205,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-03,2040.0,7.0,Jul,2040-07-03 09:00:00,2040-07-03 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,0040-07-03,nan,trip_206,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-03,2040.0,7.0,Jul,2040-07-03 09:00:00,2040-07-03 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-05-08,nan,trip_207,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-05-08,2040.0,5.0,May,2040-05-08 09:00:00,2040-05-08 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
trip,2040-05-07,nan,trip_208,,,,,,,,,,,,07:25:00,08:11:00,journalist,2040-05-07,2040.0,5.0,May,2040-05-07 07:25:00,2040-05-07 08:11:00,0.77,unknown,unknown,,Journalist (Full Record)
place,,nan,36959793,,,,,,,,-165.95263136031565,39.095058817413005,residential,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-04-26,nan,trip_209,,,,,,,,,,,,06:17:00,07:06:00,journalist,2040-04-26,2040.0,4.0,Apr,2040-04-26 06:17:00,2040-04-26 07:06:00,0.82,unknown,unknown,,Journalist (Full Record)
trip,2040-07-24,nan,trip_210,,,,,,,,,,,,09:00:00,21:00:00,journalist,2040-07-24,2040.0,7.0,Jul,2040-07-24 09:00:00,2040-07-24 21:00:00,12.0,unknown,unknown,,Journalist (Full Record)
place,,nan,37867870,,,,,,,,-164.40989095175962,39.437221690449086,commercial,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
trip,2040-07-01,nan,trip_211,,,,,,,,,,,,09:45:00,09:45:00,journalist,2040-07-01,2040.0,7.0,Jul,2040-07-01 09:45:00,2040-07-01 09:45:00,0.0,unknown,unknown,,Journalist (Full Record)
place,,nan,2919456351,,,,,,,,-164.55593913947072,39.08869176217771,residential,,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
